episode #,score,rate of progress reward,lane deviation penalty,gforce penalty,got stuck,start,end,lap time
20,658.9508236064496,1865.648881940371,520.8665950370757,685.8314632968456,False,2018-05-31T20:12:19.084483-07:00,2018-05-31T20:16:06.759045-07:00,227.67456197738647
21,903.9793280414724,1878.6460845609106,359.45615992064364,615.2105965988042,False,2018-05-31T20:16:06.814936-07:00,2018-05-31T20:19:55.116001-07:00,228.30106472969055
22,671.2611127918653,1876.94970532166,463.29761649177937,742.3909760380153,False,2018-05-31T20:19:55.172992-07:00,2018-05-31T20:23:42.228871-07:00,227.05587887763977
23,729.3704752404786,1879.68373439717,484.25506719827774,666.0581919584142,False,2018-05-31T20:23:42.284676-07:00,2018-05-31T20:27:29.921294-07:00,227.63661813735962
24,757.332998113099,1944.4204296552468,542.6090462210839,644.4783853210653,False,2018-05-31T20:27:29.979531-07:00,2018-05-31T20:31:17.109341-07:00,227.12981033325195
25,900.4173694128027,1925.0414907572338,379.6268978205027,644.9972235239251,False,2018-05-31T20:31:17.167057-07:00,2018-05-31T20:35:04.463799-07:00,227.29674243927002
26,638.7949274411152,1891.6415763778054,572.4214246967044,680.4252242399868,False,2018-05-31T20:35:04.523823-07:00,2018-05-31T20:38:52.401923-07:00,227.87810015678406
27,758.8242500528422,1868.7223701316539,408.1417612795995,701.7563587992182,False,2018-05-31T20:38:52.582202-07:00,2018-05-31T20:42:47.332033-07:00,234.74983096122742
28,920.2836851318068,1849.183979601576,303.32737993186424,625.5729145379063,False,2018-05-31T20:42:47.395033-07:00,2018-05-31T20:46:40.247527-07:00,232.8524935245514
29,711.1679773055914,1916.3505726260137,518.4627177405606,686.7198775798654,False,2018-05-31T20:46:40.319014-07:00,2018-05-31T20:50:29.360180-07:00,229.041166305542
30,701.3391425278834,1845.2219826891019,494.51768886259026,649.365151298628,False,2018-05-31T20:50:29.509640-07:00,2018-05-31T20:54:22.927347-07:00,233.41770672798157
31,509.8858231133024,1855.8177270082713,636.1399919922951,709.7919119026741,False,2018-05-31T20:54:22.990712-07:00,2018-05-31T20:58:17.240278-07:00,234.24956607818604
32,563.3828840615554,1886.7171021729212,639.9241716413519,683.410046470017,False,2018-05-31T20:58:17.302878-07:00,2018-05-31T21:02:05.325516-07:00,228.02263808250427
33,707.4585178162102,1882.5639705686428,536.0574003799728,639.0480523724594,False,2018-05-31T21:02:05.386293-07:00,2018-05-31T21:05:57.444075-07:00,232.05778193473816
34,728.6802387918476,1837.1129822160458,414.45241334486803,693.9803300793282,False,2018-05-31T21:05:57.516023-07:00,2018-05-31T21:09:50.639452-07:00,233.12342882156372
35,532.1810661812227,1813.0801774022582,542.8596348686275,738.0394763524091,False,2018-05-31T21:09:50.709540-07:00,2018-05-31T21:13:42.765933-07:00,232.05639338493347
36,580.6578733649004,1903.7871852998876,655.854712461449,667.2745994735342,False,2018-05-31T21:13:42.827690-07:00,2018-05-31T21:17:33.278549-07:00,230.45085954666138
37,-284.56530188547265,1848.5533660336882,1437.3046703791892,695.8139975399743,False,2018-05-31T21:17:33.346372-07:00,2018-05-31T21:21:27.612078-07:00,234.26570677757263
38,731.5841804142797,1844.265652943951,431.5382294143267,681.1432431153391,False,2018-05-31T21:21:27.807879-07:00,2018-05-31T21:25:20.646667-07:00,232.83878707885742
39,501.9849134018963,1856.363234886072,717.2501205994023,637.1282008847729,False,2018-05-31T21:25:20.847845-07:00,2018-05-31T21:29:15.417885-07:00,234.57004022598267
40,692.1414739234854,1868.2089110006489,456.58210896410964,719.4853281130565,False,2018-05-31T21:29:15.496664-07:00,2018-05-31T21:33:08.399894-07:00,232.90322971343994
41,784.319095892779,1868.3791981478084,375.7071966934061,708.3529055616256,False,2018-05-31T21:33:08.467535-07:00,2018-05-31T21:37:01.324028-07:00,232.85649347305298
42,691.3351866324331,1846.2674586911319,466.3256907972002,688.6065812614962,False,2018-05-31T21:37:01.391697-07:00,2018-05-31T21:40:56.038896-07:00,234.6471984386444
43,652.6411619210664,1813.0749497108663,444.173142992401,716.260644797399,False,2018-05-31T21:40:56.106349-07:00,2018-05-31T21:44:50.781557-07:00,234.67520833015442
44,597.0804497755571,1805.1531849031048,510.01686309045675,698.0558720370947,False,2018-05-31T21:44:50.858981-07:00,2018-05-31T21:48:43.592096-07:00,232.73311495780945
45,441.46639243851627,1802.1493722344912,677.5093250946742,683.1736547013044,False,2018-05-31T21:48:43.774679-07:00,2018-05-31T21:52:37.321416-07:00,233.54673719406128
46,714.4432871312397,1891.2919973568512,468.27082294675296,708.5778872788554,False,2018-05-31T21:52:37.391790-07:00,2018-05-31T21:56:31.792205-07:00,234.40041518211365
47,699.7265189008739,1862.2165379779815,511.19155312996185,651.2984659471496,False,2018-05-31T21:56:31.871575-07:00,2018-05-31T22:00:25.260396-07:00,233.3888201713562
48,684.3507981442064,1798.8664901347724,455.93116539393657,658.5845265966306,False,2018-05-31T22:00:25.336267-07:00,2018-05-31T22:04:18.659941-07:00,233.3236746788025
49,788.3864594746923,1852.6319618295736,429.17524799753363,635.0702543573475,False,2018-05-31T22:04:18.733811-07:00,2018-05-31T22:08:12.722680-07:00,233.98886942863464
50,717.3968827384307,1848.8140365399072,458.3861692922637,673.0309845092173,False,2018-05-31T22:08:12.790624-07:00,2018-05-31T22:12:03.000529-07:00,230.2099051475525

median score,691.7383302779592
avg score,656.5038680244019
std,185.43374023979766
high score,920.2836851318068
low score,-284.56530188547265
env,DeepDrive-v0
args,['--baseline']
git commit,@1927e94
experiment name,n/a
os,linux
gpus,GeForce GTX 980
